name,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews
2 bedroom garden flat heart of SF,37.76717,-122.42419,Apartment,Entire home/apt,4,$280.00,26
Private bath/Queen bdrm/Super Location,37.76731,-122.42542,Condominium,Private room,2,$125.00,259
Excellent Peaceful Studio Condo,37.77297,-122.40301,Apartment,Entire home/apt,2,$170.00,218
Monthly Shared Home for Students 6,37.79472,-122.40519,House,Shared room,1,$30.00,1
Two cozy rooms in an SF Edwardian home!,37.72376,-122.42926,House,Private room,6,$90.00,75
Lovely garden studio in the Castro,37.75756,-122.4364,Guest suite,Entire home/apt,2,$199.00,268
Sunny Home in Prime Bernal Heights,37.73962,-122.41484,House,Entire home/apt,6,$230.00,22
Grand 1880's Victorian in San Fran,37.73429,-122.43491,House,Entire home/apt,6,$675.00,107
Adorable Bernal Heights Apartment,37.73895,-122.41274,Apartment,Entire home/apt,4,$195.00,51
Big Bright 3 br/2ba in Potrero Hill,37.756,-122.40022,Apartment,Entire home/apt,5,$205.00,23
Mission District - Perfect Location,37.76099,-122.42183,Apartment,Entire home/apt,2,$125.00,182
3BR SF View Apt separate entrance all to yourself,37.75613,-122.44066,Condominium,Private room,6,$399.00,241
Central San Francisco Urban Dream,37.77296,-122.43497,Condominium,Entire home/apt,5,$375.00,35
Central San Francisco Dream,37.77144,-122.4347,Condominium,Private room,2,$130.00,98
Spacious 1brm w/ breathtaking view,37.72872,-122.4406,Apartment,Entire home/apt,2,$225.00,59
Comfortable space of your own in SF,37.77985,-122.48478,Apartment,Entire home/apt,4,$130.00,151
Large open flat in sunny Potrero,37.76197,-122.40365,Apartment,Entire home/apt,3,$170.00,127
Charming Garden Studio Dolores Park,37.75853,-122.42387,Apartment,Entire home/apt,2,$100.00,204
Fun warm home & garden in the sunny Mission,37.74946,-122.40917,House,Entire home/apt,4,$295.00,65
Contemporary Home with Mid-Century Modern Design,37.77166,-122.43826,Apartment,Entire home/apt,2,$220.00,103
Million Dollar Penthouse Remodeled,37.77244,-122.43789,Apartment,Entire home/apt,6,$350.00,115
★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,37.80594,-122.43783,Condominium,Entire home/apt,2,$280.00,75
Bernal Hill Farm House -with views,37.74312,-122.40647,House,Entire home/apt,8,$275.00,5
Million Dollar View Stunning Modern,37.75081,-122.44524,Apartment,Entire home/apt,4,$200.00,8
Beautiful Noe Valley Edwardian flat,37.74395,-122.43253,House,Entire home/apt,4,$260.00,18
Sunny top floor flat,37.77144,-122.44433,Apartment,Entire home/apt,2,$90.00,68
Potrero Paradise: Lux Hot Tub Balcony w Views!,37.75933,-122.40367,House,Private room,2,$135.00,306
Buena Vista Bungalow,37.76794,-122.43906,Bungalow,Entire home/apt,4,$550.00,8
Lrg Sunny Flat/1 Blk fr Lombard St,37.80299,-122.42447,Apartment,Entire home/apt,2,$126.00,79
Mission Dolores Home in Prime Area,37.75981,-122.42447,Apartment,Entire home/apt,6,$495.00,45
Amazing Private Room w/View in Beautiful SF Flat,37.73821,-122.39146,Apartment,Private room,2,$70.00,11
Master bedroom in Victorian home,37.72509,-122.43309,House,Private room,1,$95.00,32
Sunny quiet private room with parking,37.71725,-122.43562,House,Private room,2,$100.00,16
Sunny 4-Bedroom Family Home Central SF Location,37.73496,-122.41656,House,Entire home/apt,8,$449.00,18
Mission Outr CozyBedrm2 + MinFridge,37.72988,-122.42673,House,Private room,2,$43.00,15
Potrero Paradise with Stunning Views and Hot Tub,37.76132,-122.40421,House,Entire home/apt,8,$650.00,29
PENTHOUSE in PERFECT LOCATION w/VIEWS,37.79709,-122.41033,Apartment,Private room,2,$140.00,87
Garden Suite Private Bathrm GGPark,37.77619,-122.48231,Guest suite,Entire home/apt,2,$79.00,757
PERFECT LOCATION CONDO!  Clean & spacious,37.79817,-122.44169,Condominium,Entire home/apt,7,$1195.00,28
Charming Noe Valley Garden Oasis,37.74416,-122.43598,Guest suite,Entire home/apt,2,$129.00,109
Mission 2 bdrm - kid friendly,37.7605,-122.42317,Apartment,Entire home/apt,3,$220.00,11
Great Family Home Quiet Street Close to GG Park,37.77822,-122.45813,House,Entire home/apt,5,$450.00,22
Great View/Mission District/20 Minutes to Downtown,37.74521,-122.41938,House,Private room,3,$105.00,199
Stylish One or Two Bedrooms with Private Decks and Bathrooms,37.76149,-122.40874,Apartment,Private room,4,$103.00,169
Beauty in the Heart of North Beach,37.80043,-122.40543,Apartment,Entire home/apt,2,$200.00,17
Peaceful  Noe Valley Refuge,37.74472,-122.43699,House,Private room,2,$95.00,618
Comfortable Room in Glen Park (SF),37.73279,-122.43701,House,Private room,1,$68.00,358
Upscale View Cottage in San Francisco 3br/ 2.5ba,37.7681,-122.43972,Townhouse,Entire home/apt,6,$460.00,11
Bright and Large Master Bedroom with private bath!,37.76186,-122.4037,Apartment,Private room,3,$129.00,6
Spacious Noe Valley Victorian,37.75363,-122.43138,House,Entire home/apt,8,$1000.00,18
2-Bed Lower Haight Apt with Deck!!!,37.77053,-122.42848,Condominium,Entire home/apt,4,$280.00,18
Enormous beautiful room in a great area,37.77558,-122.4406,Apartment,Private room,1,$93.00,62
Beautiful spacious Marina flat,37.80172,-122.43501,Apartment,Entire home/apt,5,$139.00,318
Luxurious high end modern remodeled Victorian.,37.80178,-122.43719,House,Entire home/apt,8,$1049.00,9
Hip Light-Filled Studio w Views,37.74555,-122.43384,Apartment,Entire home/apt,2,$99.00,529
Cozy Suite Private Bathrm by GGPark,37.77632,-122.48067,Guest suite,Entire home/apt,2,$69.00,690
Heart of Mission-Modern/Bright/Unique Street 2bd,37.76157,-122.42186,House,Entire home/apt,6,$400.00,78
Light garden facing room with Private Bath,37.75036,-122.42621,House,Private room,2,$105.00,222
Beautiful Nob Hill Apartment with Perfect Location,37.79648,-122.4118,Apartment,Entire home/apt,6,$295.00,22
Cozy retreat with hot tub in North Bernal,37.74663,-122.41696,House,Entire home/apt,2,$195.00,8
BEDROOM (private bathroom) (12/5/2019--->),37.75731,-122.40954,House,Private room,2,$98.00,44
Carl St - Golden Gate Park 1BR,37.76613,-122.45252,Apartment,Entire home/apt,2,$121.00,18
Stylish Lower Haight Victorian Room,37.77023,-122.42957,Condominium,Private room,1,$95.00,355
Prime Location - Single Airy Room,37.79384,-122.42436,Apartment,Private room,1,$63.00,97
Atop Potrero: Lux Hot Tub Large Deck w Views!,37.75943,-122.40398,House,Private room,2,$125.00,277
Alamo Square - Cozy & Quiet 1 BD,37.77448,-122.43359,Apartment,Entire home/apt,2,$105.00,61
Eclectic Queen Anne Victorian in NOPA,37.77586,-122.44243,Condominium,Entire home/apt,5,$350.00,1
Charming Victorian in Vibrant Noe,37.74366,-122.42993,House,Entire home/apt,6,$975.00,8
Cute Bright 2BR Downtown walk to BART,37.78388,-122.41661,Apartment,Entire home/apt,3,$100.00,19
Warm Comfortable Room & 2 Closets,37.76024,-122.4088,Apartment,Private room,1,$72.00,10
Sunny Mission Retreat-Shared Room & Skyline Views!,37.74748,-122.40821,Apartment,Shared room,2,$79.00,54
Newly Renovated - San Francisco in Style,37.76668,-122.45095,House,Entire home/apt,6,$375.00,52
Walker's Paradise - Heart of SF,37.79527,-122.40925,Apartment,Entire home/apt,6,$450.00,71
Beautiful and Spacious Loft - SOMA,37.77528,-122.40772,Loft,Entire home/apt,2,$279.00,106
Sunny Modern Luxury Condo!,37.78111,-122.40597,Condominium,Entire home/apt,4,$123.00,37
Mission Retreat-Private Room & Rooftop Sun Garden!,37.74656,-122.40655,Apartment,Private room,2,$125.00,1
Lovely Victorian Flat - Castro Area,37.75566,-122.43454,Condominium,Entire home/apt,4,$201.00,259
Bright Suite with Sweeping Views + Hot Tub on  Potrero Hill,37.75926,-122.40442,House,Private room,4,$280.00,35
Comfy Room in SF Victorian house,37.7371,-122.39761,House,Private room,1,$50.00,27
Modern Cozy Apt - Stunning Hills & Hiking,37.74118,-122.43275,Apartment,Entire home/apt,2,$95.00,8
Room with Private Sitting Area,37.73258,-122.44126,Apartment,Private room,3,$79.00,80
Designer's downtown/SoMa loft- near Moscone Center,37.78128,-122.40346,Loft,Entire home/apt,15,$975.00,115
San Francisco Marina Garden Studio,37.80392,-122.43422,Apartment,Entire home/apt,1,$145.00,53
Beautiful Dolores Park Victorian,37.76612,-122.42771,Apartment,Entire home/apt,4,$500.00,16
Gorgeous 1BR - heart of Noe Valley,37.7457,-122.42423,Apartment,Entire home/apt,4,$178.00,6
1 Bed Rm & 1 Bath Room w/ Bay VIew (in 2BR Shared),37.80031,-122.4064,Apartment,Private room,2,$130.00,39
Expansive Bay View Condo,37.80329,-122.40708,Condominium,Entire home/apt,2,$350.00,29
Stylish Comfortable Apartment Close to Twin Peaks,37.731,-122.47932,Apartment,Entire home/apt,4,$250.00,273
Private room and Private bath.,37.74038,-122.41755,House,Private room,2,$79.00,253
Glen Park Private Room with a View,37.7351,-122.4415,House,Private room,2,$85.00,161
Quiet Room in Our Friendly Home,37.74514,-122.40459,House,Private room,2,$90.00,302
Luxury Business and Family Friendly Home. Parking.,37.77498,-122.48287,House,Entire home/apt,10,$475.00,5
Extraordinary 2BR-2BA condo with 2 private decks!,37.80301,-122.40216,Apartment,Entire home/apt,4,$199.00,4
Blue Angels Fleet Week Penthouse with Spectacular Views,37.80264,-122.41046,Condominium,Entire home/apt,6,$949.00,216
Great views - Lg Sunny 2bdrm Victorian SF flat,37.75458,-122.40975,Apartment,Entire home/apt,2,$282.00,22
Grand victorian flat in mission SF,37.75797,-122.4096,Apartment,Entire home/apt,7,$240.00,22
Private Room: Escape to the Mission,37.75292,-122.41875,Guest suite,Private room,2,$85.00,396
Home in the Heart of the Mission,37.75316,-122.42125,House,Entire home/apt,6,$450.00,6
Modern 3 Bedroom SF  View Home,37.76499,-122.44262,House,Entire home/apt,6,$395.00,62
Cheerful Private Garden Studio,37.77431,-122.45236,Apartment,Entire home/apt,2,$135.00,391
Cozy Mission Garden Rooms,37.75192,-122.41365,Guest suite,Entire home/apt,2,$150.00,263
Shared room with bathroom 1 person.,37.77532,-122.43741,Apartment,Shared room,1,$67.00,0
Mission Outr CozyBedRm3 + MinFridge,37.7296,-122.42728,House,Private room,1,$35.00,18
Modern and Serene House on Dolores Park,37.75697,-122.42727,House,Entire home/apt,6,$450.00,32
2BR Penthouse with 4 sunny decks,37.76644,-122.39588,Apartment,Entire home/apt,4,$395.00,60
Charming Cole Valley Private Suite,37.76369,-122.45304,Guest suite,Entire home/apt,5,$145.00,553
Marie's sunny spacious Mission loft,37.76375,-122.4125,Loft,Entire home/apt,4,$180.00,4
Stunning Views Near Haight & Castro,37.76646,-122.4432,Condominium,Entire home/apt,4,$160.00,80
Garden suite quiet area by subway,37.74028,-122.46885,Guest suite,Entire home/apt,2,$79.00,291
Private Inlaw Apt Inner Richmond SF,37.77571,-122.46296,Apartment,Entire home/apt,2,$135.00,210
Bright Serene Sanctuary above the Castro 3BR/Pkg,37.75935,-122.44437,House,Private room,6,$379.00,45
Mission Flat w/Deck&Garden,37.76284,-122.42443,Condominium,Entire home/apt,4,$322.00,18
Luxurious In-Law Suite Near Beach,37.74781,-122.50316,Guest suite,Entire home/apt,2,$153.00,458
Spacious 1 Bedroom with Garden in Sunny Noe,37.75354,-122.43372,Apartment,Entire home/apt,5,$170.00,257
Spacious 1 Bedroom Loft/Condo in SF,37.7822,-122.404,Loft,Entire home/apt,2,$175.00,54
Clipper Street Cottage,37.74935,-122.43532,Guest suite,Entire home/apt,2,$139.00,279
Spacious 2BR in Noe with Parking,37.75305,-122.43465,House,Entire home/apt,7,$275.00,136
Relaxing Victorian near nature,37.78068,-122.48146,House,Entire home/apt,6,$520.00,11
Luxurious modern beautiful A+view,37.78937,-122.42937,Loft,Entire home/apt,3,$162.00,27
Relax in a Charming Edwardian Flat in Russian Hill,37.80153,-122.4094,Apartment,Entire home/apt,6,$185.00,178
PRIVATE BDRM in LG 2BDRM/2BATH FLAT,37.76037,-122.40414,Apartment,Private room,2,$178.00,5
Spectacular Bay View Russian Hill,37.80627,-122.41919,Apartment,Entire home/apt,5,$395.00,121
Corporate 1BR #7 in Nob Hill,37.79147,-122.40848,Apartment,Entire home/apt,2,$123.00,9
Castro/Corbett Heights Condo,37.76063,-122.44618,Condominium,Private room,3,$115.00,340
Sunny Room Heart of the Mission!,37.75621,-122.41555,Apartment,Private room,3,$120.00,640
Valencia Corridor Center Of It All!,37.75495,-122.41683,Apartment,Private room,2,$120.00,655
Cole Valley Garden Retreat,37.76739,-122.4493,Condominium,Entire home/apt,4,$175.00,113
Remodeled Beauty in Haight Ashbury,37.77154,-122.43888,Apartment,Entire home/apt,3,$225.00,73
MIssion Charmer in Foodie Paradise - 3bd/1ba,37.76411,-122.42159,House,Entire home/apt,6,$350.00,261
Amazing flat in Haight Ashbury,37.77046,-122.44772,Apartment,Entire home/apt,5,$152.00,120
Beautiful garden unit close to water,37.80508,-122.44226,Apartment,Entire home/apt,3,$135.00,18
Panoramic View Gorgeous Homey:,37.73868,-122.42949,House,Entire home/apt,4,$250.00,21
Gorgeous Mission Loft Great Light!,37.75692,-122.41116,Loft,Entire home/apt,3,$399.00,46
Sunlit Precita Park 2BR,37.74668,-122.41401,House,Entire home/apt,4,$144.00,86
Spacious Gem to Entertain or Relax,37.74387,-122.45375,House,Entire home/apt,8,$410.00,97
Cottage in the Mission,37.75634,-122.40976,Cottage,Private room,2,$80.00,99
Charming one bedroom in Noe Valley,37.74259,-122.42804,Guest suite,Entire home/apt,2,$139.00,198
PrivateBath+cat/Hike/Bike/TransitScore97,37.76022,-122.42551,Condominium,Private room,2,$140.00,388
Modern view house up above the Castro 3+bdrm/2ba,37.75809,-122.44311,House,Entire home/apt,6,$645.00,24
Incredible place in hippest SF hood,37.76845,-122.42228,Apartment,Private room,2,$129.00,129
Private Mission Rm w/ Modern Design,37.75029,-122.42157,Townhouse,Private room,3,$160.00,155
Huge Condo in the best Location,37.7842,-122.39925,Apartment,Entire home/apt,4,$250.00,3
Great Rm In A Happy Household S.F.,37.73341,-122.39274,House,Private room,1,$50.00,87
Huge 1BR Apartment + Garden (NoPa),37.77596,-122.44525,Apartment,Entire home/apt,2,$160.00,120
Exquisite Top Floor Castro Jewelbox + Parking,37.76077,-122.43786,Apartment,Entire home/apt,3,$250.00,14
Dorm Bed In Friendly Hostel Community #7,37.79313,-122.40443,Hostel,Shared room,2,$45.00,203
Dorm Bed In Friendly Hostel Community #8,37.79421,-122.4031,Hostel,Shared room,3,$45.00,200
Dorm Bed In Friendly Hostel Community #9,37.7926,-122.40339,Hostel,Shared room,4,$45.00,193
Beautiful Bernal Heights Apartment,37.72924,-122.42653,Apartment,Entire home/apt,6,$120.00,243
Attic Master Suite with Kitchenette,37.77031,-122.43242,Guest suite,Entire home/apt,3,$150.00,201
Your Happy Place Urban Retreat,37.73146,-122.45057,Apartment,Private room,2,$57.00,52
Bright Cozy Cottage with Big Views,37.71997,-122.45089,Bungalow,Entire home/apt,4,$180.00,18
Lovely 3 Bedroom Edwardian in Mission Dolores,37.75925,-122.42306,Apartment,Entire home/apt,6,$300.00,33
Sunny artistic loft retreat – South Beach,37.78786,-122.39325,Loft,Entire home/apt,2,$325.00,57
Private 1BR Apt. in Heart of SF!,37.7846,-122.44389,Apartment,Entire home/apt,2,$130.00,225
Cozy Victorian in Alamo Square Area,37.777,-122.43681,Condominium,Private room,2,$110.00,109
Private Room With Best Location In city,37.80014,-122.42456,Apartment,Private room,2,$70.00,22
Perfectly Located Russian Hill Flat,37.79748,-122.42065,Apartment,Entire home/apt,2,$105.00,2
Country in the City... (30-day min),37.72754,-122.44927,Bungalow,Private room,1,$40.00,12
Most Luxury condo in SF!,37.79119,-122.39564,Condominium,Entire home/apt,4,$289.00,2
Absolutely Private Wi Fi Laundry Public Parking,37.75949,-122.46839,Apartment,Entire home/apt,6,$135.00,46
Gorgeously Renovated Coastal Victorian Home,37.77109,-122.42402,House,Entire home/apt,6,$699.00,102
All new spacious apartment & yard,37.73919,-122.4159,Apartment,Entire home/apt,4,$135.00,83
Sunny Pac Heights Studio w BAY VIEW,37.79511,-122.42651,Apartment,Entire home/apt,3,$175.00,2
Luxury Furnished Studio - VIEW!!!,37.78377,-122.40721,Apartment,Entire home/apt,3,$200.00,9
Entire home/apt in San Francisco,37.75942,-122.4677,Bungalow,Entire home/apt,2,$125.00,11
Kid friendly apt near Duboce Park,37.77159,-122.43204,Apartment,Entire home/apt,4,$249.00,45
ENTIRE HOME! DESIGNER PACIFIC HEIGHTS 2BD +VIEWS!,37.7911,-122.43382,Apartment,Private room,3,$300.00,9
Apartment across from Precita Park!,37.74641,-122.41163,Apartment,Entire home/apt,2,$145.00,242
Shelli's Student Home5 (1 Month Min,37.7936,-122.40576,House,Shared room,1,$30.00,9
Master bedroom with private bath,37.70885,-122.43077,House,Private room,2,$70.00,263
Bedroom with view in large house,37.70978,-122.4308,House,Private room,2,$65.00,236
Historic SF Victorian,37.77444,-122.43672,House,Entire home/apt,4,$875.00,3
Bedroom in house with twin beds,37.70988,-122.43083,House,Private room,2,$70.00,211
Luxurious Smart-Tech Loft near Moscone Center,37.77576,-122.41073,Loft,Entire home/apt,2,$300.00,57
Private Room in a Stunning Penthouse Apartment,37.76221,-122.4199,Condominium,Private room,1,$168.00,124
Queen Bedroom with Full Bathroom,37.75697,-122.42019,Apartment,Private room,2,$135.00,7
Spacious cozy & bright apartment in The Castro,37.76897,-122.43855,Apartment,Private room,2,$109.00,318
The Veranda Studio - Business Ready,37.75318,-122.40124,Apartment,Entire home/apt,3,$179.00,160
Large 1 BR w King Bed on Fillmore,37.78115,-122.43246,Condominium,Entire home/apt,2,$141.00,1
Open Concept Living in Superb Mission Location,37.76252,-122.42428,Apartment,Entire home/apt,3,$375.00,32
Gorgeously Renovated Coastal Victorian Share,37.7714,-122.42328,House,Private room,1,$150.00,25
Quiet Bernal Heights cottage studio,37.73822,-122.42233,Guesthouse,Entire home/apt,2,$95.00,225
Renovated 1908 Top-Floor Oasis in Mission District,37.7665,-122.4183,Townhouse,Entire home/apt,4,$549.00,30
Business-Friendly Charmer w/  Deck near The Castro,37.76469,-122.43424,Apartment,Entire home/apt,2,$145.00,123
Modern and Elegant 2/2 with Parking,37.74151,-122.42308,Apartment,Entire home/apt,5,$360.00,86
Vibrant StartUp Living Community 30,37.7595,-122.41839,House,Private room,2,$64.00,4
Fully Furnished Condo w/ VIEW of SF,37.79665,-122.41262,Apartment,Entire home/apt,3,$205.00,0
Spacious Victorian with Private Yard,37.78622,-122.4444,House,Entire home/apt,6,$425.00,4
2BR: Family friendly next to GGP!,37.76464,-122.4678,Apartment,Entire home/apt,4,$190.00,220
Marinafront Condo - Designer Luxury!,37.80532,-122.43548,Apartment,Entire home/apt,3,$475.00,7
