name,latitude,longitude,property_type,room_type,accommodates,price,number_of_reviews
10 mins to Dreamforce -spacious 2 bdrm flat,37.75538,-122.39981,House,Entire home/apt,4,$200.00,4
SAN FRANCISCO BOUTIQUE HOTEL-SLEEPS 4,37.77899,-122.42174,Boutique hotel,Private room,4,$169.00,22
Bright Mission Walk-Up Studio!,37.75495,-122.41017,Apartment,Entire home/apt,2,$91.00,1
Comfy & Private Bath Guest Room 【A】$75/night,37.71165,-122.44971,House,Private room,2,$75.00,155
Private Castro Suite,37.75791,-122.43806,Guest suite,Entire home/apt,3,$119.00,184
Nob Hill/Room in SF/Full2,37.79178,-122.42206,House,Private room,2,$65.00,2
3BR/2BA Remodeled Home in the ❤️ of The Castro!,37.75963,-122.43398,Townhouse,Entire home/apt,8,$900.00,2
Remodeled Master Suite in the ❤️ of The Castro,37.75966,-122.43481,Other,Private room,2,$225.00,42
Charming Studio on a Beautiful Garden Noe Valley,37.75207,-122.44148,Guest suite,Entire home/apt,2,$130.00,74
Potrero Hill Sunset Retreat,37.75437,-122.39897,House,Entire home/apt,3,$135.00,15
Newly Remodel Nice & Cozy Private Master Rm,37.70983,-122.45329,House,Private room,1,$69.00,42
Large & Bright Room in the ❤️ of The Castro,37.76111,-122.43431,Other,Private room,2,$175.00,45
Sunny 1BR walking distance to Union Square,37.78778,-122.41503,Apartment,Entire home/apt,2,$151.00,1
Cozy Nob Hill Studio with Mid-Century Vibes,37.79113,-122.40761,Apartment,Entire home/apt,2,$110.00,0
Beautiful Room in Outer Richmond!,37.77654,-122.50285,House,Private room,2,$71.00,157
Roaring 20s original.  (1917 Classic SF home),37.74833,-122.42501,House,Private room,2,$98.00,29
Live like you own Church street in SF,37.76443,-122.42767,Apartment,Entire home/apt,2,$180.00,41
Large bedroom in luxury condo with modern design.,37.77862,-122.48692,Condominium,Private room,1,$65.00,1
AMAZING DESIGNER SHOWHOME - prime location!!,37.78704,-122.41632,Apartment,Entire home/apt,6,$369.00,54
Gorgeous San Francisco View Home,37.79518,-122.4385,House,Entire home/apt,6,$750.00,3
Rm1 Sunny Room w/shared Bathrooms Near Bart 0.8mil,37.70823,-122.45541,House,Private room,2,$55.00,72
Designer Space in Sunny Walkable Mission District,37.75413,-122.41108,Apartment,Private room,3,$100.00,246
Studio At Donatello Hotel near Union Square,37.78819,-122.4101,Hotel,Private room,4,$235.00,14
Richmond District Newly Renovated Home,37.77257,-122.48992,House,Entire home/apt,6,$245.00,13
Bright & Lovely Remodeled 1x1 in Downtown SF,37.78479,-122.41634,Apartment,Entire home/apt,3,$102.00,1
Cute Home w/ Great Views of SF Rolling Hills,37.74522,-122.41283,Apartment,Private room,1,$144.00,71
2RMs in Large House w/ Balconies & Stunning Views,37.80031,-122.41112,House,Private room,4,$480.00,11
Nice Room in House w/ Stunning Balconies & Views,37.79979,-122.41278,House,Private room,2,$180.00,5
Lg Room in Large House w/ Balcony Patio & Views,37.79868,-122.41279,House,Private room,2,$180.00,3
Master Bedroom with private bath in Luxury Condo,37.77853,-122.4872,Condominium,Private room,2,$100.00,0
Private Windsor Terrace Guest Suite,37.75805,-122.46573,Guest suite,Private room,1,$66.00,3
☀️ Modern ☀️ Sunny ☀️ Near Downtown ☀️ Deck & Yard,37.73055,-122.40189,Guest suite,Entire home/apt,3,$185.00,4
Relaxing and private with views!,37.73179,-122.38738,Guest suite,Entire home/apt,2,$120.00,135
UCSF Studio-Golden Gate Park beautiful newly built,37.76431,-122.47084,Apartment,Entire home/apt,2,$83.00,5
Dogpatch Loft,37.7696,-122.38998,Loft,Entire home/apt,5,$300.00,0
Business Ready in the ❤️ of The Castro ❤️ W/D,37.76103,-122.43501,Other,Private room,2,$125.00,47
Charming room in the Heart of San Francisco.,37.75369,-122.41133,House,Private room,2,$66.00,6
.Spacious Hayes Valley Apartment,37.77206,-122.42417,Apartment,Entire home/apt,2,$110.00,4
Studio en suite bath garden view in Excelsior,37.72456,-122.42857,House,Private room,2,$75.00,31
Sunny Victorian in Haight,37.77169,-122.44215,House,Private room,4,$200.00,14
San Fran Gem / great location/ 3plus BR/ 2.5 Bath,37.73794,-122.43776,House,Entire home/apt,6,$400.00,4
Gorgeous garden apt near Golden Gate Park,37.77716,-122.48922,Apartment,Entire home/apt,2,$120.00,54
Comfy & Private Bath Guest Room 【B】$79/night,37.71177,-122.44999,House,Private room,2,$79.00,129
Quiet & private master in the heart of Noe Valley,37.75202,-122.43603,Apartment,Private room,2,$150.00,57
Master Bed ensuite bath. Heart of the Mission.,37.75746,-122.41309,Apartment,Private room,1,$122.00,91
Live smart Live Cheap Live Comfortable DISCOUNT25%,37.76913,-122.40702,Apartment,Private room,2,$85.00,121
Stratford Hotel Room Queen,37.7863,-122.40881,Boutique hotel,Private room,2,$79.00,3
Stratford Hotel Room Queen,37.78725,-122.40859,Boutique hotel,Private room,2,$79.00,2
Stratford Hotel Room Queen,37.78635,-122.40881,Boutique hotel,Private room,2,$79.00,2
Stratford Hotel Room Queen,37.78801,-122.40683,Boutique hotel,Private room,2,$79.00,3
Stratford Hotel Room Queen,37.78761,-122.40696,Boutique hotel,Private room,2,$79.00,2
Stratford Hotel Room Queen,37.786,-122.40837,Boutique hotel,Private room,2,$79.00,3
Stratford Hotel Room Queen,37.78585,-122.4077,Boutique hotel,Private room,2,$79.00,2
Stratford Hotel Room Queen,37.78662,-122.40822,Boutique hotel,Private room,2,$79.00,0
Stratford Hotel Room Queen,37.78741,-122.40878,Boutique hotel,Private room,2,$79.00,4
Noe/Castro Sunny Modernism,37.75811,-122.43801,Apartment,Entire home/apt,5,$156.00,4
Stratford Hotel Room Queen,37.78671,-122.40684,Boutique hotel,Private room,2,$79.00,7
Stratford Hotel Room Queen,37.78672,-122.40878,Boutique hotel,Private room,2,$79.00,2
Stratford Hotel Room Queen,37.78776,-122.40762,Boutique hotel,Private room,2,$79.00,1
Stratford Hotel Room Queen,37.78724,-122.40841,Boutique hotel,Private room,2,$79.00,1
Stratford Hotel Room Queen,37.7876,-122.40754,Boutique hotel,Hotel room,2,$79.00,8
Stratford Hotel Room Queen,37.78677,-122.40899,Boutique hotel,Private room,2,$79.00,3
Stratford Hotel Room Queen,37.78773,-122.40735,Boutique hotel,Private room,2,$79.00,0
Stratford Hotel Room Queen,37.78737,-122.40878,Boutique hotel,Private room,2,$79.00,4
Stratford Hotel Room Queen,37.78605,-122.40678,Boutique hotel,Private room,2,$79.00,0
2 Bedroom Townhouse in SOMA,37.77574,-122.39359,Townhouse,Entire home/apt,4,$240.00,2
Modern Master Suite near Moscone Center & Tech Offices,37.78109,-122.39708,Apartment,Private room,1,$80.00,65
1BR with Parking Close to Dolores Park,37.76085,-122.43031,Apartment,Entire home/apt,2,$188.00,1
3 Bedroom Apartment near Castro and Mission,37.76135,-122.43027,Apartment,Entire home/apt,6,$300.00,0
Your private oasis: shops restaurants parks,37.76412,-122.43007,Apartment,Entire home/apt,4,$159.00,13
Brand New! Chic studio with downtown view,37.74577,-122.40958,Guest suite,Entire home/apt,3,$200.00,105
Stratford Hotel Room Full,37.78654,-122.40855,Boutique hotel,Private room,2,$79.00,18
Stratford Hotel Room Full,37.78767,-122.40892,Boutique hotel,Hotel room,2,$79.00,23
Stratford Hotel Room Full,37.78662,-122.40846,Boutique hotel,Private room,2,$79.00,13
Stratford Hotel Room Queen,37.78659,-122.409,Boutique hotel,Private room,2,$79.00,3
Stratford Hotel Room Queen,37.78676,-122.40692,Boutique hotel,Hotel room,2,$79.00,3
Stratford Hotel Room Queen,37.78735,-122.40753,Boutique hotel,Private room,2,$79.00,3
Stratford Hotel Room Queen,37.78601,-122.4073,Boutique hotel,Hotel room,2,$79.00,8
Stratford Hotel Room Queen,37.78653,-122.40746,Boutique hotel,Private room,2,$79.00,2
Stratford Hotel Room Queen,37.78821,-122.40747,Boutique hotel,Private room,2,$79.00,1
Stratford Hotel Room Queen,37.78595,-122.40682,Boutique hotel,Private room,2,$79.00,3
Comfy Private Room-Bath[1]  parking,37.71217,-122.44258,Guest suite,Private room,2,$90.00,13
Quiet Private Room with bath Parking [3],37.71202,-122.44433,Guest suite,Private room,2,$82.00,19
Cozy Private Room with bath Parking [4],37.71275,-122.44231,House,Private room,3,$90.00,5
Charming Studio w/ Views near FIDI/Union Square!,37.78458,-122.41572,Apartment,Entire home/apt,2,$86.00,1
Sunny Bedroom in North Beach Mansion,37.79911,-122.41153,House,Private room,2,$99.00,69
Remodeled Studio in Heart of Downtown!,37.78474,-122.4162,Apartment,Entire home/apt,2,$82.00,2
Charming Noe Valley 2-Room Studio with Parking!,37.75568,-122.43273,Apartment,Entire home/apt,2,$115.00,2
Perfect Location & Views - 1 Bdrm Bernal/Mission,37.74339,-122.41724,Townhouse,Private room,2,$120.00,18
Spacious quiet and great view!,37.73538,-122.44357,House,Private room,2,$80.00,5
Quaint 1 Bedroom in SF's historic Mission District,37.75361,-122.40699,House,Private room,2,$120.00,67
Cozy Room in the Sunny Mission District,37.75286,-122.4084,House,Private room,2,$113.00,67
Prime Central Flat with Cable Laundry Parking,37.75977,-122.43734,Apartment,Entire home/apt,5,$195.00,5
Dolores Heights Suite,37.75831,-122.4314,Guest suite,Entire home/apt,2,$145.00,88
Stunning Sky-high Getaway,37.75508,-122.40173,House,Entire home/apt,8,$1600.00,5
Nob Hill Corporate Studio near FiDi Union Square,37.79051,-122.41061,Condominium,Entire home/apt,2,$165.00,2
Roaring 20s original (1917 Classic SF home),37.74873,-122.42497,House,Private room,2,$75.00,37
Explore Golden Gate Park at a Mid-century Guest Suite,37.76064,-122.50546,Guest suite,Entire home/apt,2,$140.00,51
CONVENIENTLY LOCATED IN THE HEART OF SAN FRANCISCO,37.78582,-122.46812,Apartment,Entire home/apt,4,$190.00,0
2B 1Bath SF House/Grdn quick downtown access.,37.73485,-122.43655,House,Entire home/apt,4,$278.00,5
2BR Ideal SF/Inner Richmond Location Walk Score 96,37.78485,-122.46235,Apartment,Entire home/apt,5,$175.00,2
Location!Location!Location! Bedroom in central apt,37.77146,-122.42383,Apartment,Private room,1,$80.00,8
BRAND NEW 1 Bedroom/1 Bathroom with Pull Out Bed,37.7621,-122.49954,Apartment,Entire home/apt,2,$100.00,8
Pleasant Unit in Great Neighborhood,37.76866,-122.4442,Apartment,Entire home/apt,4,$87.00,2
Private Bedroom-Potrero Hill-San Francisco-2guests,37.76149,-122.39587,House,Private room,2,$150.00,81
Your Own Private Beautiful House w/Parking Garden,37.76415,-122.44132,House,Entire home/apt,5,$177.00,1
Room for Two in Close-to-Everything Inner Sunset,37.75998,-122.47341,House,Private room,2,$140.00,5
Private Room,37.74554,-122.48068,House,Private room,1,$80.00,0
Stylish San Fran Home 1 Block to Golden Gate Park!,37.77531,-122.50128,House,Entire home/apt,4,$500.00,3
(929 #C) Private bedroom + shared bathroom,37.79708,-122.41031,Apartment,Private room,1,$67.00,2
Sunny Suite One Block from Golden Gate Park,37.776,-122.46774,House,Private room,4,$125.00,58
Queen bedroom in Cole Valley/Haight St area,37.76896,-122.44713,House,Private room,2,$110.00,31
Haight Owner-Designer Apt w/Parking,37.77282,-122.43831,Apartment,Entire home/apt,3,$325.00,2
Arts & Crafts Home Ocean & Marin Views 3-6 mos,37.75833,-122.47573,House,Entire home/apt,4,$160.00,1
3 bedroom family home close to public transit,37.72918,-122.42797,House,Entire home/apt,5,$235.00,5
Modern Queen Room in Haight-Ashbury: Shared Home,37.76511,-122.45289,Condominium,Private room,1,$150.00,38
Spacious King Room in Haight-Ashbury: Shared Home,37.76727,-122.45302,Condominium,Private room,1,$195.00,21
Master and Queen bedrooms - Cole Valley/Haight St.,37.76722,-122.44723,House,Private room,4,$235.00,26
Modern Luxury - Spacious Bedroom /Private Bathroom,37.77661,-122.39379,Apartment,Private room,2,$160.00,2
*Charming Ashbury Hghts/Cole Valley Garden Studio,37.76423,-122.44509,Guest suite,Entire home/apt,2,$102.00,7
Victorian/Edwardian 1 Bedroom in Mission,37.77032,-122.42212,Apartment,Entire home/apt,2,$134.00,0
Charming Mission 2x1 w/ Modern Touches!,37.75453,-122.42442,Apartment,Entire home/apt,5,$147.00,0
Lovely Renovated Studio w/ views of SF near FIDI!,37.78548,-122.41497,Apartment,Entire home/apt,2,$86.00,0
Home Away From Home Too! Room #2,37.72709,-122.38502,House,Private room,6,$44.00,32
Home Away From Home Too! Room #3,37.72863,-122.38665,House,Private room,4,$44.00,31
Home Away From Home Too! Room #4,37.72721,-122.38543,House,Private room,4,$44.00,28
Mission Sweet Spot,37.75824,-122.41975,Apartment,Private room,2,$75.00,71
1 Bedroom Loft near Tech Hub,37.77948,-122.39166,Apartment,Entire home/apt,2,$166.00,2
Luxury South Beach 2 Bedroom,37.77896,-122.39193,Apartment,Entire home/apt,4,$242.00,1
Beautiful 2BR Apartment in South Beach,37.77934,-122.39242,Apartment,Entire home/apt,4,$223.00,1
Mt.Diablo Suite with Sweeping City Views of SF!,37.74575,-122.41289,House,Private room,2,$154.00,89
New Luxury Modern Apartment w/private bathroom,37.77099,-122.40443,Apartment,Private room,2,$229.00,32
Sunny Studio in Hayes Valley,37.77448,-122.42497,Apartment,Entire home/apt,2,$145.00,1
Beautiful Studio in Hayes Valley,37.77467,-122.42547,Apartment,Entire home/apt,2,$159.00,0
Authentic Mission Studio w/ Modern Touches,37.76459,-122.4191,Apartment,Entire home/apt,2,$87.00,1
Comfortable One Bedroom in Cole Valley,37.7649,-122.4511,Apartment,Entire home/apt,3,$105.00,2
Remodeled bedroom with private en suite bathroom,37.71183,-122.44332,House,Private room,2,$109.00,69
Stratford Hotel Room Full,37.78668,-122.40679,Boutique hotel,Private room,2,$69.00,23
Stratford Hotel Room Full,37.78803,-122.4077,Boutique hotel,Private room,2,$69.00,10
Stratford Hotel Room Full,37.78627,-122.40904,Boutique hotel,Private room,2,$69.00,15
Stratford Hotel Room Full,37.78809,-122.40767,Boutique hotel,Private room,2,$69.00,17
Awesome 1 Bedroom en suite on Duboce Park! Super!,37.76963,-122.43296,House,Entire home/apt,4,$155.00,107
Cozy guestroom in the Mission,37.75161,-122.40897,Townhouse,Private room,2,$90.00,61
Private suite in Noe Valley,37.74205,-122.4303,Guest suite,Entire home/apt,3,$125.00,109
ｻﾝﾌﾗﾝｼｽｺ摩天楼やﾍﾞｲﾌﾞﾘｯｼﾞが絶景!安全で閑静な高級住宅街､便利なﾛｹｰｼｮﾝ!,37.75883,-122.40246,House,Entire home/apt,3,$280.00,1
Convenient Studio Next to Hilton SF,37.78428,-122.41053,Apartment,Entire home/apt,2,$77.00,0
Modern Castro Home Hidden Inside One of Area's Oldest Houses,37.7612,-122.43137,Apartment,Entire home/apt,4,$349.00,18
Rm5 Neat Room w/shared Bathrooms Near Bart 0.8mile,37.70833,-122.45609,House,Private room,3,$75.00,114
Rm6 Cozy Room w/shared Bathrooms Near Bart 0.8mile,37.70869,-122.45654,House,Private room,2,$63.00,101
Peaceful Purple Penthouse & SF View (West Wing),37.77736,-122.42986,Apartment,Private room,5,$290.00,24
A Great Hotel Style Suite in Union Square,37.79124,-122.40795,Serviced apartment,Entire home/apt,2,$60.00,31
Stratford Hotel Twin/Twin,37.78726,-122.40913,Boutique hotel,Private room,2,$75.00,1
Stratford Hotel Twin/Twin,37.78748,-122.40896,Boutique hotel,Private room,2,$75.00,1
Studio w/ Wet Bar Hot Tub in Full House Victorian,37.77907,-122.4393,House,Private room,4,$175.00,71
Remodel Private Bath 100M WIFI Passcode CheckIn,37.7084,-122.46558,House,Private room,4,$63.00,106
Stratford Hotel Twin/Twin,37.78664,-122.4091,Boutique hotel,Private room,2,$75.00,2
Stratford Hotel Twin/Twin,37.78584,-122.40774,Boutique hotel,Private room,2,$75.00,5
Stylish 2BR Home 1 Block from Golden Gate Park,37.77353,-122.49979,House,Entire home/apt,4,$314.00,2
1 Bedroom Spacious Loft on SF Waterfront,37.78797,-122.38913,Apartment,Entire home/apt,2,$189.00,0
Small Cozy Room for One,37.75224,-122.42245,Condominium,Private room,1,$75.00,54
Stratford Hotel Twin/Twin,37.78641,-122.40708,Boutique hotel,Private room,2,$75.00,2
Stratford Hotel Twin/Twin,37.78787,-122.40817,Boutique hotel,Private room,2,$75.00,0
Stratford Hotel Twin/Twin,37.78802,-122.40706,Boutique hotel,Private room,2,$75.00,2
Stratford Hotel Twin/Twin,37.78754,-122.40842,Boutique hotel,Private room,2,$75.00,1
Stratford Hotel Twin/Twin,37.78655,-122.40822,Boutique hotel,Private room,2,$75.00,2
Stratford Hotel Twin/Twin,37.78769,-122.40842,Boutique hotel,Private room,2,$75.00,0
Stratford Hotel Twin/Twin,37.78724,-122.4086,Boutique hotel,Private room,2,$75.00,1
Dolores Park Gem (superhost),37.76647,-122.42555,House,Entire home/apt,6,$325.00,1
Historic Mission Studio w/ Modern Touches,37.75443,-122.42459,Apartment,Entire home/apt,2,$94.00,0
Charming Beautiful Cottage in hipster area +garden,37.73656,-122.42455,Condominium,Entire home/apt,2,$300.00,7
North Beach Oasis | 30+ Night Stays Only,37.79966,-122.41349,Apartment,Private room,2,$70.00,1
Master Suite w/ Ocean Views - Private Bathroom,37.73412,-122.47398,House,Private room,4,$200.00,39
Heart of Mission District bedroom w/Private Bath,37.75855,-122.41919,Apartment,Private room,2,$90.00,82
GREAT HOTEL ROOM AT THE DONATELLO IN UNION SQUARE,37.78719,-122.41019,Hotel,Private room,4,$199.00,43
Sweet One storey Single Family House,37.7841,-122.44604,House,Private room,4,$299.00,3
Cute Private Garden Apt in Mission Dist!,37.76476,-122.42157,Apartment,Entire home/apt,4,$199.00,58
All yours a loved home in Bernal.,37.74539,-122.41725,House,Entire home/apt,8,$1850.00,7
1 Bedroom Condo in South Beach,37.78298,-122.39046,Condominium,Entire home/apt,2,$171.00,1
THE DONATELLO HOTEL - UNION SQUARE,37.78753,-122.41147,Hotel,Private room,4,$199.00,25
UNION SQUARE-THE DONATELLO HOTEL,37.78729,-122.40943,Hotel,Private room,4,$199.00,16
INN AT THE OPERA BOUTIQUE HOTEL  (sleeps 4),37.77939,-122.42341,Hotel,Private room,4,$179.00,12
Charming Garden Suite in Bernal Heights,37.74516,-122.40652,Guest suite,Entire home/apt,2,$195.00,74
STAY AT THE DONATELLO HOTEL IN UNION SQUARE,37.78731,-122.40988,Hotel,Private room,4,$199.00,30
INN AT THE OPERA BOUTIQUE HOTEL -free breakfast,37.77937,-122.42116,Hotel,Private room,2,$169.00,20
Sun-drenched Room and Balcony in the Mission,37.7674,-122.42245,Condominium,Private room,2,$140.00,87
Large Bright Garden studio w/ parking & backyard,37.72913,-122.38385,Guest suite,Entire home/apt,4,$110.00,68
STUDIO AT DONATELLO HOTEL UNION SQUARE - SLEEPS 4,37.78873,-122.40998,Hotel,Private room,4,$177.00,16
Entire Home |  Glen Park Families and Business,37.7373,-122.42609,Condominium,Entire home/apt,2,$114.00,18
Stylish 2 Bedroom Victorian Flat in the Mission,37.75432,-122.42264,Apartment,Entire home/apt,3,$300.00,12
Zen Room with Private Bathroom and Ocean View,37.73359,-122.47414,House,Private room,2,$175.00,44
Modern 2-Room Suite in North Beach Mansion,37.79907,-122.4113,House,Private room,4,$170.00,75
Art-filled Victorian Flat w/French Chef’s Kitchen,37.76833,-122.44788,Apartment,Entire home/apt,6,$595.00,17
SAN FRANCISCO HOUSE FOR  SUMMER,37.73808,-122.41965,House,Entire home/apt,1,$75.00,0
Sunshine Room sleeps 4,37.73352,-122.47545,House,Private room,4,$150.00,47
Modern Room 2 w Private Bath close to Everything!,37.77667,-122.41569,Apartment,Private room,1,$123.00,29
Great Private Studio- Donatello Hotel-Union Square,37.78827,-122.41117,Hotel,Private room,4,$199.00,19
Studio in SF with Private Entrance,37.72682,-122.46167,Guest suite,Entire home/apt,2,$65.00,2
Gorgeous & Airy Apartment in the Heart of the Mission,37.74855,-122.42141,Apartment,Entire home/apt,4,$699.00,44
Light Filled Modern Surf Shack,37.76138,-122.50517,Guest suite,Entire home/apt,4,$175.00,53
Spacious bright 1 BR condo,37.77177,-122.43898,Condominium,Entire home/apt,2,$100.00,1
Petite Queen,37.78549,-122.44595,Bed and breakfast,Private room,2,$899.00,18
Diva | Heart of Union Square | Junior Ste 1 Queen,37.78822,-122.41157,Boutique hotel,Hotel room,2,$170.00,0
California King,37.78687,-122.44674,Bed and breakfast,Private room,2,$899.00,11
Quiet One Bedroom Near UCSF,37.76365,-122.45232,Apartment,Entire home/apt,3,$127.00,1
Pleasant Studio near UCSF,37.76255,-122.45372,Apartment,Entire home/apt,3,$90.00,1
A4-Parkside new lovely studio w/ private entrance,37.74417,-122.49164,House,Entire home/apt,2,$65.00,0
9d Parkside new cozy private bdrm w/private bath,37.74317,-122.47388,Apartment,Private room,2,$59.00,2
Gorgeous Modern & HUGE 4 bed/3.5 bath home in SF,37.73501,-122.43008,House,Entire home/apt,7,$400.00,0
Bright spacious apartment in the heart of the city,37.77688,-122.43796,Condominium,Entire home/apt,4,$480.00,4
Grand Marina Waterfront Home,37.80658,-122.43649,House,Entire home/apt,12,$1600.00,5
Private Room Bath and Entry w/Garden,37.74632,-122.4151,Guest suite,Private room,2,$80.00,115
Beautiful 1BR for individual travelers w/ own bath,37.73278,-122.38657,House,Private room,1,$65.00,25
LUXURY 2 Bedroom Presidential Suite in San Fran!,37.78981,-122.41185,Hotel,Hotel room,6,$600.00,13
Lovely Bernal/Mission Private Room.,37.74777,-122.40978,Apartment,Private room,1,$80.00,37
THE DONATELLO HOTEL IN UNION SQUARE-SLEEPS 4,37.78897,-122.40955,Hotel,Private room,4,$225.00,22
Charming Downtown Studio-Convenience!,37.78603,-122.41516,Apartment,Entire home/apt,2,$81.00,1
California cozy chic remodeled space in San Fran,37.77591,-122.502,House,Entire home/apt,2,$105.00,29
San Francisco Studio,37.72907,-122.44318,House,Entire home/apt,1,$175.00,0
Top Floor apartment with private roof deck,37.75921,-122.40213,Serviced apartment,Hotel room,2,$165.00,2
SF BOUTIQUE HOTEL-Inn At the Opera -SLEEPS 2,37.77973,-122.4231,Boutique hotel,Private room,2,$199.00,5
Modern Home with Ocean Views,37.77989,-122.50333,Apartment,Entire home/apt,4,$380.00,29
Modern Home Bedroom & Living room with Ocean Views,37.77947,-122.50191,Apartment,Entire home/apt,2,$159.00,85
2 Bdrm Home with lots of Charm Parking a Yard near Precita Park,37.74745,-122.40925,House,Entire home/apt,4,$250.00,30
New SF Shipyard Condo,37.72913,-122.37056,Condominium,Entire home/apt,4,$100.00,3
Bright Designer Apartment near SoMa and the Design District,37.77226,-122.40421,Apartment,Entire home/apt,3,$225.00,71
Parkside SF Home -- Spacious w/Views and Parking!,37.75802,-122.40446,Condominium,Entire home/apt,6,$549.00,17
VERY LIMITED DEAL: Cheap Clean & Central (SF City),37.72922,-122.38427,Townhouse,Private room,1,$49.00,68
Private garden studio in Mission District SF!,37.73417,-122.42695,Guest suite,Entire home/apt,2,$140.00,32
Sky Loft in DTSF,37.77662,-122.41796,Apartment,Entire home/apt,2,$350.00,8
INN AT THE OPERA (SLEEPS 4) BOUTIQUE HOTEL,37.77981,-122.42161,Boutique hotel,Private room,4,$171.00,21
Centrally located 2BR in Heart of SF,37.79402,-122.4089,Apartment,Private room,4,$350.00,4
1 Awesome private bedroom with private bathroom,37.77878,-122.5077,House,Private room,2,$89.00,18
Amazing Mission Terrace Home 10 Min Walk to BART,37.72337,-122.44182,Guesthouse,Entire home/apt,6,$299.00,31
Coastal Simplicity,37.75188,-122.50626,Loft,Entire home/apt,2,$100.00,65
Revere Avenue Garden Apartment,37.73302,-122.39401,House,Entire home/apt,2,$115.00,36
Spacious and Airy Family Home in Noe Valley,37.7429,-122.42895,House,Entire home/apt,6,$350.00,13
Cozy ground level condo!,37.75513,-122.40672,Condominium,Entire home/apt,3,$120.00,27
Spacious Mission Studio w/ All the Essentials,37.76585,-122.41712,Apartment,Entire home/apt,2,$86.00,2
Bright/Convenient Downtown Studio,37.78422,-122.41142,Apartment,Entire home/apt,2,$79.00,2
A&A's Private Guest Suite,37.72501,-122.42515,Apartment,Entire home/apt,2,$200.00,18
Large 1 Bedroom near Golden Gate Park,37.76402,-122.4487,Apartment,Entire home/apt,2,$158.00,2
Large 1 Bedroom near UCSF Parnassus and MUNI,37.76581,-122.44827,Apartment,Entire home/apt,2,$171.00,2
Large 1BR near UCSF Parnassus Campus,37.76573,-122.44805,Apartment,Entire home/apt,2,$158.00,0
Cozy Furnished Room near Bart Station CCSF,37.71348,-122.45052,House,Private room,1,$80.00,2
Cosy Private Studio close to golden gate park/USF,37.77496,-122.45336,House,Entire home/apt,2,$130.00,44
Bright Happy 3 bedroom Single Family Home,37.73364,-122.43118,House,Entire home/apt,6,$215.00,1
CHVN2415- Prime Location Cow Hollow Studio,37.79678,-122.42511,Serviced apartment,Entire home/apt,2,$155.00,1
FSPS4514- Bright Studio in Financial District,37.78865,-122.3892,Serviced apartment,Entire home/apt,2,$164.00,0
RHML074A- Russian Hill Gem.Studio on Famous Lane,37.79896,-122.41553,Serviced apartment,Entire home/apt,2,$147.00,0
RHUN0979-Vibrant Chic Cottage Studio /Russian Hill,37.80046,-122.41506,Apartment,Entire home/apt,1,$146.00,0
2BR Apartment steps from Castro and Dolores Park,37.76186,-122.44112,Apartment,Entire home/apt,6,$224.00,0
Top Floor - Corner Downtown Studio w/ Views,37.78374,-122.41183,Apartment,Entire home/apt,2,$80.00,3
Sunny Spacious Penthouse with Stunning City Views,37.77806,-122.43721,Condominium,Entire home/apt,4,$400.00,20
Brand New Beautiful Extended Stay/Corporate Rental,37.75037,-122.41255,Apartment,Entire home/apt,6,$200.00,32
Great City Views Daly City Home Near San Francisco,37.70846,-122.46157,House,Entire home/apt,5,$179.00,145
Spacious and Quiet home in prime Pacific Heights,37.79327,-122.43513,Condominium,Entire home/apt,7,$650.00,12
Cool & Comfy Room in Victorian Townhouse  ❤ of Mission,37.75806,-122.41591,Other,Private room,2,$275.00,8
Cool & Cozy Room in Victorian Townhouse  ❤ of Mission,37.75851,-122.41534,Other,Private room,2,$275.00,7
Private Buena Vista Victorian Suite,37.76719,-122.43743,House,Entire home/apt,4,$300.00,20
SF studio-private guest suite close to airport,37.72087,-122.40231,Guest suite,Entire home/apt,2,$98.00,83
Quiet Garden Suite Near Golden Gate Park,37.77534,-122.47192,Guest suite,Entire home/apt,2,$249.00,5
Room with San Francisco Views,37.74309,-122.41524,House,Private room,3,$70.00,65
NEW  - Private 3 Bedroom 1 Bath with Kitchenette,37.78894,-122.4174,Apartment,Entire home/apt,6,$250.00,97
Beautiful Master Bedroom near Moscone in SoMa,37.77969,-122.39672,Apartment,Private room,1,$95.00,65
King Room in Haight-Ashbury/Cole Valley:SharedHome,37.76522,-122.45357,Condominium,Private room,1,$109.00,33
Private Studio in the Mission,37.75623,-122.41222,Guest suite,Private room,3,$180.00,39
Lux 1BR Apt in Mission Bay w/wifi gym fire pit,37.77363,-122.3937,Apartment,Entire home/apt,3,$189.00,0
Charming Unit in the Upper Haight,37.76768,-122.44603,Apartment,Entire home/apt,3,$90.00,6
Bright + Modern in Bernal Heights,37.74441,-122.41298,House,Private room,2,$125.00,63
Lux 1BR Apt in Downtown San Fran w/pool gym wifi,37.77359,-122.39152,Apartment,Entire home/apt,3,$189.00,0
The Bright House,37.71666,-122.46505,House,Shared room,3,$200.00,0
Triple Room @ Fun & Social Hostel #3,37.79894,-122.4044,Hostel,Private room,3,$555.00,18
Spacious Newly Renovated 2-Bedroom Unit in SF,37.73034,-122.43148,Guest suite,Entire home/apt,5,$179.00,65
Casa Mission Dolores,37.76261,-122.42742,Apartment,Entire home/apt,3,$150.00,3
Sun-drenched modern apt in a central location,37.76869,-122.42292,Condominium,Entire home/apt,2,$200.00,7
